"1988","Num studies:1","","1994","Num studies:1","","1995","Num studies:6","","1996","Num studies:3","","1997","Num studies:3","","1998","Num studies:4","","1999","Num studies:11","","2000","Num studies:20","","2001","Num studies:18","","2002","Num studies:18","","2003","Num studies:39","","2004","Num studies:45","","2005","Num studies:42","","2006","Num studies:54","","2007","Num studies:92","","2008","Num studies:86","","2009","Num studies:111","","2010","Num studies:87","","2011","Num studies:85","","2012","Num studies:90","","2013","Num studies:85","","2014","Num studies:83","","2015","Num studies:100","","2016","Num studies:93","","2017","Num studies:73","","2018","Num studies:87","","2019","Num studies:72","","2020","Num studies:40","","2021","Num studies:38","","2022","Num studies:6","","No Start Date","Num studies:19",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","heterogeneous",1,"0.005299417064122946%","","","","","","","1100",1,"0.0046882325363338025%","sporadic",1,"0.0012857602057216328%","quite",1,"0.0019495457558388895%","monounsaturated",1,"0.0024630541871921183%","steps",1,"0.003037482534475427%","205",1,"0.003794634386976815%","nct02406027",1,"0.011380448389666552%","delaying",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","again",1,"0.005299417064122946%","","","","","","","l-methylfolate",1,"0.0046882325363338025%","accepted",1,"0.0012857602057216328%","challenges",1,"0.0019495457558388895%","polyunsaturated",1,"0.0024630541871921183%","modernizing",1,"0.003037482534475427%","bodies",1,"0.00825218682950982%","drawn",1,"0.011380448389666552%","ameliorate",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mattis",1,"0.005299417064122946%","","","","","","","calcium",1,"0.0046882325363338025%","cascade",1,"0.0012857602057216328%","families'",1,"0.0019495457558388895%","trans",1,"0.0024630541871921183%","radiant",1,"0.003037482534475427%","ftld",1,"0.00825218682950982%","elevated",1,"0.011380448389666552%","extant",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","katz",1,"0.005299417064122946%","","","","","","","metafolin",1,"0.0046882325363338025%","industry",1,"0.0012857602057216328%","optimal",1,"0.0019495457558388895%","reactivity",1,"0.0024630541871921183%","pcp",1,"0.003037482534475427%","constitute",1,"0.00825218682950982%","dependent",1,"0.011380448389666552%","discoveries",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","basic",1,"0.005299417064122946%","","","","","","","methylcobalamin",1,"0.0046882325363338025%","academia",1,"0.0012857602057216328%","cases",1,"0.0019495457558388895%","striking",1,"0.0024630541871921183%","60-day",1,"0.003037482534475427%","estimated",1,"0.00825218682950982%","fixed-order",1,"0.05747126436781609%","lacking",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","inform",1,"0.015532774153463807%","","","","","","","n-acetylcysteine",1,"0.0046882325363338025%","targeting",1,"0.0012857602057216328%","affected",1,"0.0019495457558388895%","dna",1,"0.0024630541871921183%","scientifically",1,"0.011816140848398915%","2016",1,"0.00825218682950982%","food-effect",1,"0.05747126436781609%","did",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","guide",1,"0.015532774153463807%","","","","","","","mcis",1,"0.0046882325363338025%","chromosomal",1,"0.0012857602057216328%","although",1,"0.0019495457558388895%","rna",1,"0.0024630541871921183%","refined",1,"0.011816140848398915%","236",1,"0.00825218682950982%","remove",1,"0.002482560015888384%","umbrella",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ultimate",1,"0.015532774153463807%","","","","","","","capacity",1,"0.0046882325363338025%","accounting",1,"0.0012857602057216328%","poorer",1,"0.0019495457558388895%","idea",1,"0.0024630541871921183%","coconut",1,"0.011816140848398915%","definitive",1,"0.00825218682950982%","entrain",1,"0.002482560015888384%","problem",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","once-a-day",1,"0.015532774153463807%","","","","","","","staging",1,"0.0046882325363338025%","740",1,"0.0012857602057216328%","unmet",1,"0.0019495457558388895%","hypercortisolemia",1,"0.0024630541871921183%","ever",1,"0.011816140848398915%","criterion",1,"0.00825218682950982%","waves",1,"0.002482560015888384%","goal-directed",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","twice-a-day",1,"0.015532774153463807%","","","","","","","fast",1,"0.0046882325363338025%","live",1,"0.0012857602057216328%","yod-ad",1,"0.0019495457558388895%","acceleration",1,"0.0024630541871921183%","psycho-educational",1,"0.026881720430107527%","autopsy",1,"0.00825218682950982%","rodent",1,"0.002482560015888384%","coordination",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","relying",1,"0.0028419586779208227%","","","","","","","adrd",1,"0.0046882325363338025%","births",1,"0.0012857602057216328%","yod-ftd",1,"0.0019495457558388895%","glucocorticoids",1,"0.0024630541871921183%","dosage-masked",1,"0.003288283844661471%","presents",1,"0.00825218682950982%","emory",1,"0.002482560015888384%","performing",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","efficient",1,"0.0028419586779208227%","","","","","","","nac-002b",1,"0.0046882325363338025%","prenatal",1,"0.0012857602057216328%","norwegian",1,"0.0019495457558388895%","inverse",1,"0.0024630541871921183%","retired",1,"0.003288283844661471%","communicative",1,"0.00825218682950982%","adrc",1,"0.002482560015888384%","encouragingly",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","makers",1,"0.0028419586779208227%","","","","","","","comprehensively",1,"0.0046882325363338025%","retardation",1,"0.0012857602057216328%","clinics",1,"0.0019495457558388895%","chronically",1,"0.0024630541871921183%","absorption",1,"0.003288283844661471%","stroke",1,"0.00825218682950982%","database",1,"0.002482560015888384%","fall",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","adoption",1,"0.0028419586779208227%","","","","","","","attempt",1,"0.0046882325363338025%","hallmarks",1,"0.0012857602057216328%","70",1,"0.0019495457558388895%","hypercortisolism",1,"0.0024630541871921183%","variable",1,"0.003288283844661471%","alzheimers",1,"0.00825218682950982%","latter",1,"0.002482560015888384%","intact",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","cost-consequence",1,"0.0028419586779208227%","","","","","","","b12",1,"0.0046882325363338025%","indeed",1,"0.0012857602057216328%","check-ups",1,"0.0019495457558388895%","nonetheless",1,"0.0024630541871921183%","55",1,"0.003288283844661471%","nincds-adrda",1,"0.00825218682950982%","clear",1,"0.002482560015888384%","fallers",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","304",1,"0.0028419586779208227%","","","","","","","folate",1,"0.0046882325363338025%","supported",1,"0.0012857602057216328%","qol-ad",1,"0.0019495457558388895%","far",1,"0.0024630541871921183%","prescribe",1,"0.003288283844661471%","bank",1,"0.00825218682950982%","looming",1,"0.002482560015888384%","mobility",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","consecutive",1,"0.0028419586779208227%","","","","","","","estimates",1,"0.0046882325363338025%","in-vitro",1,"0.0012857602057216328%","camberwell",1,"0.0019495457558388895%","24h",1,"0.0024630541871921183%","longer-term",1,"0.003288283844661471%","ukpdbb",1,"0.00825218682950982%","epidemic",1,"0.002482560015888384%","dancers",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","suspected",1,"0.0028419586779208227%","","","","","","","chf",1,"0.03968253968253969%","psychometric",1,"0.0012857602057216328%","cane",1,"0.0019495457558388895%","frontotemporal",1,"0.005347593582887701%","consequences",1,"0.003288283844661471%","definite",1,"0.00825218682950982%","urgent",1,"0.002482560015888384%","non-dancers",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","approached",1,"0.0028419586779208227%","","","","","","","5074",1,"0.03968253968253969%","performing",1,"0.0012857602057216328%","resource",1,"0.0019495457558388895%","salience",1,"0.005347593582887701%","market",1,"0.003288283844661471%","observation",1,"0.00825218682950982%","stage-appropriate",1,"0.002482560015888384%","ballroom",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","clinics",1,"0.0028419586779208227%","","","","","","","ß-secretase",1,"0.010193679918450561%","punctures",1,"0.0012857602057216328%","rud",1,"0.0019495457558388895%","twenty",1,"0.005347593582887701%","asia",1,"0.003288283844661471%","neuropathological",1,"0.00825218682950982%","advances",1,"0.002482560015888384%","32",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gathered",1,"0.0028419586779208227%","","","","","","","insufficiency",1,"0.010193679918450561%","begun",1,"0.0012857602057216328%","resources",1,"0.0019495457558388895%","tesla",1,"0.005347593582887701%","rodents",1,"0.003288283844661471%","psychoeducational",1,"0.002707239157507174%","pathophysiologies",1,"0.002482560015888384%","neuroplasticity",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","relating",1,"0.0028419586779208227%","","","","","","","confirms",1,"0.010193679918450561%","modalities",1,"0.0012857602057216328%","cope",1,"0.0019495457558388895%","tensor",1,"0.005347593582887701%","polymorphic",1,"0.003288283844661471%","internet",1,"0.002707239157507174%","changing",1,"0.002482560015888384%","obtain",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","diagnoses",1,"0.0028419586779208227%","","","","","","","alter",1,"0.010193679918450561%","gold",1,"0.0012857602057216328%","decision-making",1,"0.0019495457558388895%","time-points",1,"0.005347593582887701%","allelic",1,"0.003288283844661471%","reliance",1,"0.002707239157507174%","navigation",1,"0.002482560015888384%","asymptote",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","rules",1,"0.0028419586779208227%","","","","","","","requiring",1,"0.010193679918450561%","cannot",1,"0.0012857602057216328%","cohabitation",1,"0.0019495457558388895%","anodal",1,"0.005347593582887701%","strongest",1,"0.003288283844661471%","triple",1,"0.002707239157507174%","represents",1,"0.002482560015888384%","appeals",1,"0.0030525030525030525%","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","combine",1,"0.0028419586779208227%","","","","","","","optional",1,"0.010193679918450561%","curve",1,"0.0012857602057216328%","children",1,"0.0019495457558388895%","cathodal",1,"0.005347593582887701%","absorbed",1,"0.003288283844661471%","35",1,"0.002707239157507174%","fails",1,"0.002482560015888384%","intrinsic",1,"0.0030525030525030525%","","","","","","","","","","","",""
